Date,Open,High,Low,Close,Adj Close,Volume
2022-02-11,312.000000,321.329010,288.589996,293.690002,293.690002,4693500
2022-02-14,294.059998,300.800995,290.329987,291.130005,291.130005,2506900
2022-02-15,298.829987,302.000000,291.850006,300.000000,300.000000,2756800
2022-02-16,295.000000,306.070007,294.149994,304.700012,304.700012,2929300
2022-02-17,298.019989,304.850006,285.500000,286.279999,286.279999,3381900
2022-02-18,290.959991,295.000000,272.630005,273.769989,273.769989,3939500
2022-02-22,271.059998,282.480011,264.529999,267.779999,267.779999,3624400
2022-02-23,272.420013,276.869995,252.000000,252.630005,252.630005,3094300
2022-02-24,242.610001,270.429993,240.100006,269.869995,269.869995,5006400
2022-02-25,267.799988,275.894989,263.010010,269.420013,269.420013,2730100
2022-02-28,267.989990,274.576996,260.700012,265.660004,265.660004,4496500
2022-03-01,267.540009,272.880005,261.309998,263.190002,263.190002,2975400
2022-03-02,265.649994,268.500000,250.580002,264.690002,264.690002,13372800
2022-03-03,223.417007,234.000000,215.710007,224.020004,224.020004,33628800
2022-03-04,219.270004,224.419998,208.050003,209.649994,209.649994,10392100
2022-03-07,215.259995,219.835007,192.404999,193.000000,193.000000,8270400
2022-03-08,191.000000,199.460007,182.740005,191.610001,191.610001,8598300
2022-03-09,201.440002,210.110001,196.699997,207.559998,207.559998,5929800
2022-03-10,202.970001,202.970001,192.250000,197.850006,197.850006,4517300
2022-03-11,200.000000,200.009995,179.929993,180.419998,180.419998,5857200
2022-03-14,178.860001,181.500000,164.360001,166.750000,166.750000,7706400
2022-03-15,168.979996,172.000000,164.289993,170.779999,170.779999,8147700
2022-03-16,177.020004,198.160004,176.229996,197.839996,197.839996,13954600
2022-03-17,195.000000,210.759995,191.059998,208.850006,208.850006,8301100
2022-03-18,212.080002,225.429993,209.110001,222.850006,222.850006,10058200
2022-03-21,217.759995,222.169998,206.059998,212.970001,212.970001,6802200
2022-03-22,212.789993,229.339996,210.570007,224.960007,224.960007,6100400
2022-03-23,221.179993,228.779999,216.809998,222.240005,222.240005,4043300
2022-03-24,222.000000,227.710007,210.000000,227.570007,227.570007,4723100
2022-03-25,227.800003,231.770004,216.229996,219.809998,219.809998,4536500
2022-03-28,220.000000,238.537994,219.009995,235.889999,235.889999,7485500
2022-03-29,240.000000,246.520004,236.000000,239.669998,239.669998,6886200
2022-03-30,236.009995,244.389999,228.539993,231.630005,231.630005,5388600
2022-03-31,230.990005,237.302002,227.000000,229.130005,229.130005,3842300
2022-04-01,229.309998,244.050003,228.470001,234.809998,234.809998,5847400
2022-04-04,235.380005,243.330002,234.664993,241.229996,241.229996,3380600
2022-04-05,239.270004,240.910004,224.100006,227.089996,227.089996,4820400
2022-04-06,221.250000,221.389999,205.889999,212.089996,212.089996,7872100
2022-04-07,212.399994,217.300003,203.080002,213.880005,213.880005,6089200
2022-04-08,209.839996,213.669998,206.539993,208.339996,208.339996,3947500
2022-04-11,207.399994,214.710007,201.630005,208.529999,208.529999,4482200
2022-04-12,213.130005,222.000000,209.720001,210.940002,210.940002,6790300
2022-04-13,209.970001,216.500000,209.789993,214.410004,214.410004,3393800
2022-04-14,214.979996,215.000000,198.559998,198.630005,198.630005,6470100
2022-04-18,198.210007,199.490005,189.880005,192.389999,192.389999,4037400
2022-04-19,193.839996,202.490005,190.098007,197.429993,197.429993,4517400
2022-04-20,199.490005,199.490005,185.389999,185.979996,185.979996,4713100
2022-04-21,188.929993,193.410004,174.679993,175.139999,175.139999,5417300
2022-04-22,178.779999,181.179993,172.759995,173.800003,173.800003,3986600
2022-04-25,176.000000,190.785004,175.199997,186.940002,186.940002,7585600
2022-04-26,185.419998,186.850006,176.791000,178.759995,178.759995,5078100
2022-04-27,183.649994,188.630005,173.800003,174.949997,174.949997,5688300
2022-04-28,179.000000,187.660004,172.350006,185.710007,185.710007,6160900
2022-04-29,187.449997,195.839996,171.125000,171.440002,171.440002,6805100
2022-05-02,170.309998,177.979996,167.139999,177.759995,177.759995,4614600
2022-05-03,176.600006,181.089996,172.179993,176.419998,176.419998,4610000
2022-05-04,178.750000,187.229996,166.669998,186.000000,186.000000,6957400
2022-05-05,179.589996,179.949997,162.509995,166.179993,166.179993,8838700
2022-05-06,164.339996,165.690002,151.210007,155.270004,155.270004,8785100
2022-05-09,152.050003,155.740005,142.050003,143.289993,143.289993,9364700
2022-05-10,149.399994,152.259995,132.000000,143.759995,143.759995,9287200
2022-05-11,139.529999,147.360001,132.149994,132.880005,132.880005,8271600
2022-05-12,130.119995,146.889999,126.010002,140.600006,140.600006,9381500
2022-05-13,145.100006,159.720001,145.100006,158.360001,158.360001,8540400
2022-05-16,155.440002,159.149994,143.520004,144.509995,144.509995,5964500
2022-05-17,151.350006,153.880005,138.339996,145.809998,145.809998,7513000
2022-05-18,142.449997,146.350006,134.100006,137.759995,137.759995,6221700
2022-05-19,140.039993,152.630005,138.684998,146.820007,146.820007,7643100
2022-05-20,148.000000,148.979996,134.259995,141.490005,141.490005,7485200
2022-05-23,138.380005,142.779999,133.509995,138.850006,138.850006,6250400
2022-05-24,138.139999,138.619995,125.769997,129.630005,129.630005,8593500
2022-05-25,128.610001,135.615005,126.900002,132.770004,132.770004,13474700
2022-05-26,117.029999,134.500000,112.099998,126.800003,126.800003,35730300
2022-05-27,127.900002,130.610001,123.309998,129.910004,129.910004,16797600
2022-05-31,130.000000,131.904999,124.690002,127.650002,127.650002,11346200
2022-06-01,129.360001,135.830002,123.820000,126.150002,126.150002,12115000
2022-06-02,126.809998,140.699997,126.110001,138.240005,138.240005,8457900
2022-06-03,134.979996,138.240005,128.850006,129.820007,129.820007,6696800
2022-06-06,132.600006,134.479996,125.779999,128.070007,128.070007,5189300
2022-06-07,126.000000,131.899994,124.309998,131.259995,131.259995,5812000
2022-06-08,131.229996,136.289993,130.029999,135.570007,135.570007,5157500
2022-06-09,136.179993,139.675003,130.779999,133.229996,133.229996,7248500
2022-06-10,129.000000,129.389999,119.430000,122.419998,122.419998,8888200
2022-06-13,114.489998,118.180000,112.110001,113.300003,113.300003,7139300
2022-06-14,113.300003,116.500000,110.264999,113.870003,113.870003,7119000
2022-06-15,118.650002,124.349998,115.720001,122.540001,122.540001,10479800
2022-06-16,118.190002,119.599998,113.750000,114.379997,114.379997,6207300
2022-06-17,114.500000,120.574997,114.279999,119.379997,119.379997,5754400
2022-06-21,122.599998,125.879997,122.000000,122.540001,122.540001,5005600
2022-06-22,120.870003,129.979996,120.129997,127.360001,127.360001,5987400
2022-06-23,136.279999,143.869995,131.550003,143.110001,143.110001,16880200
2022-06-24,144.000000,152.020004,143.839996,151.529999,151.529999,12204600
2022-06-27,150.380005,152.199997,144.289993,148.149994,148.149994,7273500
2022-06-28,154.619995,154.619995,142.809998,143.759995,143.759995,10120300
2022-06-29,141.649994,144.220001,139.350006,143.029999,143.029999,4794700
2022-06-30,141.750000,142.979996,136.130005,139.059998,139.059998,6208500
2022-07-01,140.085007,146.669998,139.009995,144.529999,144.529999,5788000
2022-07-05,142.000000,155.600006,140.050003,154.899994,154.899994,8422200
2022-07-06,154.960007,161.279999,152.119995,154.000000,154.000000,7381200
2022-07-07,155.059998,159.610001,152.160004,159.070007,159.070007,5823100
2022-07-08,156.270004,164.779999,153.100006,159.679993,159.679993,6302300
2022-07-11,158.050003,159.399994,152.600006,155.399994,155.399994,4136700
2022-07-12,157.000000,159.800003,144.181000,145.429993,145.429993,6783500
2022-07-13,142.449997,154.289993,141.279999,149.600006,149.600006,6728600
2022-07-14,148.600006,148.904999,141.570007,146.199997,146.199997,5345700
2022-07-15,146.809998,150.220001,143.240005,147.949997,147.949997,5836400
2022-07-18,150.500000,154.539993,145.800003,146.470001,146.470001,5710500
2022-07-19,149.000000,149.250000,141.427002,146.460007,146.460007,5782200
2022-07-20,147.940002,158.539993,147.000000,156.899994,156.899994,6461500
2022-07-21,155.470001,161.300003,154.479996,157.729996,157.729996,4598400
2022-07-22,157.639999,161.149994,142.119995,142.990005,142.990005,7918700
2022-07-25,141.000000,142.949997,136.839996,140.259995,140.259995,5922100
2022-07-26,137.000000,137.440002,129.779999,130.119995,130.119995,7205800
2022-07-27,136.429993,142.649994,133.789993,141.300003,141.300003,5513700
2022-07-28,140.220001,143.279999,134.320007,143.279999,143.279999,5740700
2022-07-29,145.000000,149.970001,142.050003,149.910004,149.910004,5250700
2022-08-01,146.649994,153.850006,143.380005,150.979996,150.979996,4463500
2022-08-02,143.119995,156.649994,143.039993,153.369995,153.369995,8107400
2022-08-03,155.399994,163.250000,155.399994,162.369995,162.369995,4851400
2022-08-04,156.774994,161.589996,154.610992,160.759995,160.759995,6347000
2022-08-05,155.940002,168.410004,155.789993,165.529999,165.529999,6519500
2022-08-08,166.169998,175.800003,166.169998,170.850006,170.850006,7010500
2022-08-09,168.059998,169.190002,159.000000,160.550003,160.550003,5224400
2022-08-10,169.520004,174.970001,168.619995,174.399994,174.399994,5664100
2022-08-11,178.910004,179.949997,167.240005,167.880005,167.880005,5681300
2022-08-12,166.190002,169.550003,163.509995,168.679993,168.679993,4699600
2022-08-15,167.800003,171.669998,166.610001,170.440002,170.440002,2858300
2022-08-16,162.000000,167.490005,158.740005,167.350006,167.350006,8480700
2022-08-17,164.089996,166.470001,157.070007,161.289993,161.289993,6578700
2022-08-18,162.320007,162.800003,159.500000,161.750000,161.750000,3289500
2022-08-19,159.649994,159.880005,151.625000,153.940002,153.940002,5412100
2022-08-22,149.949997,153.899994,147.729996,151.610001,151.610001,5550800
2022-08-23,151.500000,158.899994,151.000000,153.070007,153.070007,4570300
2022-08-24,153.190002,161.979996,153.190002,159.490005,159.490005,10260700
2022-08-25,191.250000,196.990005,184.119995,196.279999,196.279999,25258400
2022-08-26,196.000000,205.660004,194.830002,197.710007,197.710007,20065900
2022-08-29,194.000000,196.800003,183.289993,186.429993,186.429993,12045600
2022-08-30,188.830002,191.110001,180.276001,184.740005,184.740005,8443500
2022-08-31,187.270004,188.798996,180.136002,180.949997,180.949997,6554500
2022-09-01,178.059998,178.169998,165.889999,173.149994,173.149994,10505700
2022-09-02,175.000000,178.399994,170.389999,171.490005,171.490005,5650600
2022-09-06,170.000000,174.199997,168.460007,169.800003,169.800003,6166600
2022-09-07,170.750000,178.220001,167.789993,177.759995,177.759995,5629700
2022-09-08,175.300003,182.270004,174.350006,179.479996,179.479996,4499400
2022-09-09,181.110001,189.190002,181.009995,188.190002,188.190002,5482400
2022-09-12,190.000000,195.339996,188.264999,195.210007,195.210007,5118600
2022-09-13,183.000000,190.160004,179.929993,187.429993,187.429993,6699900
2022-09-14,187.800003,199.360001,185.110001,197.979996,197.979996,7329900
2022-09-15,194.600006,203.619995,193.710007,196.490005,196.490005,9619400
2022-09-16,192.669998,193.660004,182.059998,184.669998,184.669998,17813400
2022-09-19,183.000000,188.000000,181.320007,187.699997,187.699997,5645600
2022-09-20,185.550003,189.389999,182.626999,182.740005,182.740005,5059400
2022-09-21,183.199997,188.910004,178.679993,178.720001,178.720001,5461900
2022-09-22,178.839996,182.014999,170.848999,171.789993,171.789993,4940400
2022-09-23,170.000000,174.740005,167.139999,172.130005,172.130005,6000300
2022-09-26,171.250000,176.910004,164.250000,165.110001,165.110001,6180500
2022-09-27,170.300003,174.779999,165.500000,169.860001,169.860001,5913100
2022-09-28,170.479996,174.960007,168.639999,173.839996,173.839996,4399400
2022-09-29,170.380005,173.330002,166.080002,170.339996,170.339996,4185100
2022-09-30,168.699997,178.460007,168.410004,169.960007,169.960007,5494700
2022-10-03,170.809998,174.649994,161.770004,172.509995,172.509995,7354500
2022-10-04,180.000000,184.020004,178.039993,183.809998,183.809998,7314400
2022-10-05,180.520004,186.539993,176.279999,185.350006,185.350006,5278400
2022-10-06,185.050003,189.750000,182.710007,188.910004,188.910004,5291000
2022-10-07,183.240005,183.434998,174.535004,175.100006,175.100006,5408900
2022-10-10,176.139999,176.729996,157.000000,159.050003,159.050003,7934800
2022-10-11,157.660004,158.399994,145.750000,153.529999,153.529999,11775300
2022-10-12,154.449997,159.199997,147.880005,158.529999,158.529999,6810200
2022-10-13,148.699997,158.119995,145.619995,156.250000,156.250000,10040100
2022-10-14,159.350006,163.860001,152.000000,152.380005,152.380005,7106200
2022-10-17,158.500000,168.479996,156.690002,167.539993,167.539993,7588600
2022-10-18,174.800003,178.460007,171.419998,173.169998,173.169998,8277900
2022-10-19,169.779999,174.320007,168.210007,171.039993,171.039993,3096500
2022-10-20,171.800003,179.949997,171.009995,174.039993,174.039993,4625900
2022-10-21,171.750000,177.520004,166.720001,177.100006,177.100006,4027600
2022-10-24,178.000000,178.050003,169.759995,174.770004,174.770004,3253600
2022-10-25,177.250000,183.460007,176.210007,181.820007,181.820007,3652100
2022-10-26,169.800003,179.580002,167.779999,169.449997,169.449997,6574100
2022-10-27,171.639999,175.179993,168.100006,169.110001,169.110001,4082200
2022-10-28,162.639999,164.300003,155.029999,159.690002,159.690002,7836600
2022-10-31,159.250000,161.880005,155.850006,160.300003,160.300003,4302500
2022-11-01,164.740005,167.410004,158.742004,159.500000,159.500000,3153100
2022-11-02,157.750000,157.990005,147.250000,147.750000,147.750000,6244000
2022-11-03,146.610001,157.190002,146.199997,150.470001,150.470001,5936000
2022-11-04,148.729996,148.750000,129.360001,132.309998,132.309998,10787700
2022-11-07,133.460007,134.082993,126.300003,129.100006,129.100006,5756400
2022-11-08,130.910004,133.669998,124.889999,129.160004,129.160004,5532900
2022-11-09,126.519997,128.800003,122.769997,126.260002,126.260002,6133100
2022-11-10,140.100006,149.270004,139.699997,145.380005,145.380005,9755200
2022-11-11,146.639999,162.369995,143.789993,159.410004,159.410004,8671700
2022-11-14,157.330002,160.899994,152.470001,157.839996,157.839996,4577600
2022-11-15,165.589996,168.000000,160.600006,163.490005,163.490005,4142800
2022-11-16,159.630005,161.490005,153.910004,154.149994,154.149994,3800700
2022-11-17,149.731995,151.789993,145.309998,147.690002,147.690002,4557900
2022-11-18,151.240005,151.520004,144.712006,146.199997,146.199997,3133100
2022-11-21,143.259995,144.559998,138.399994,141.139999,141.139999,3535100
2022-11-22,142.509995,143.630005,136.509995,143.360001,143.360001,4006200
2022-11-23,143.729996,148.130005,140.259995,146.449997,146.449997,4295900
2022-11-25,144.699997,145.136993,141.660004,144.720001,144.720001,1823500
2022-11-28,143.199997,146.210007,140.580002,141.070007,141.070007,3523900
2022-11-29,141.130005,141.565002,136.250000,136.559998,136.559998,3725200
2022-11-30,134.869995,142.970001,131.970001,142.899994,142.899994,12668700
2022-12-01,144.509995,155.000000,143.250000,154.039993,154.039993,16528800
2022-12-02,149.399994,153.509995,147.000000,149.740005,149.740005,6909600
2022-12-05,147.979996,148.940002,135.509995,135.630005,135.630005,9420500
2022-12-06,136.020004,137.979996,132.509995,136.729996,136.729996,6452100
2022-12-07,137.199997,140.240005,134.199997,137.410004,137.410004,5861200
2022-12-08,139.279999,144.970001,135.589996,142.869995,142.869995,5654500
2022-12-09,142.589996,148.679993,141.815994,144.529999,144.529999,4635800
2022-12-12,144.179993,151.399994,144.169998,150.880005,150.880005,5909800
2022-12-13,160.000000,162.699997,150.080002,150.580002,150.580002,7242100
2022-12-14,151.520004,156.309998,146.580994,149.199997,149.199997,6486200
2022-12-15,144.369995,148.399994,142.220001,142.649994,142.649994,4460800
2022-12-16,142.440002,144.830002,139.000000,142.449997,142.449997,6432800
2022-12-19,140.339996,143.259995,137.229996,138.100006,138.100006,3851500
2022-12-20,135.000000,141.990005,134.792007,141.210007,141.210007,3622300
2022-12-21,141.720001,146.809998,137.880005,146.750000,146.750000,3649500
2022-12-22,143.029999,144.399994,137.770004,140.369995,140.369995,4406600
2022-12-23,138.779999,139.505005,135.220001,138.490005,138.490005,2669600
2022-12-27,136.339996,139.179993,133.589996,137.759995,137.759995,2707000
2022-12-28,137.139999,139.559998,136.000000,138.419998,138.419998,2963600
2022-12-29,139.199997,143.949997,137.990005,142.380005,142.380005,3468800
2022-12-30,139.300003,143.610001,138.820007,143.539993,143.539993,2901900
